,Precio,Direccion,Barrio
4269,USD 112.900,Consultar dirección,"Bajo Palermo, Córdoba"
4270,USD 95.000,Avenida Colon 3400,"Alto Alberdi, Córdoba"
4271,USD 145.000,DOCTA URBANIZACIÓN inteligente 0,"DOCTA, Córdoba"
4272,USD 60.000,Isabel La Católica 900,"Alta Córdoba, Córdoba"
4273,USD 100.000,Costas de Manantiales,"Costas de Manantiales, Córdoba"
4274,USD 160.000,Pedro de Ceballos 6562,"Argüello, Córdoba"
4275,USD 102.000,Rio Cuarto 610,"Juniors, Córdoba"
4276,USD 190.000,Nazaret al 3700,"URCA, Córdoba"
4277,USD 50.000,Parana al 300,"Nueva Córdoba, Córdoba"
4278,USD 80.000,Nueva Cordoba,"Nueva Córdoba, Córdoba"
4279,USD 60.000,,"Alberdi, Córdoba"
4280,USD 98.000,AV. VALPARAISO 6590,"La Calandria, Córdoba"
4281,USD 180.000,,"Cañitas, Córdoba"
4282,USD 300.000,Enrique Cavendish al 6100,"Villa Belgrano, Córdoba"
4283,USD 190.000,La Luisita,"La Luisita, Córdoba"
4284,USD 60.000,Lima 1600,"General Paz, Córdoba"
4285,USD 39.000,Tucuman 56,"Córdoba, Córdoba"
4286,USD 690.000,,"Cerro de las Rosas, Córdoba"
4287,USD 95.000,General Deheza 170,"Córdoba, Córdoba"
4288,USD 210.000,Hillarion plaza 3800,"Cerro de las Rosas, Córdoba"
4289,USD 85.000,Obispo Castellano al 1200,"San Vicente, Córdoba"
4290,USD 415.000,Fincas del Sur II,"Fincas del Sur II, Córdoba"
4291,USD 42.000,Santa Rosa 1934,"Alberdi, Córdoba"
4292,USD 125.000,Boulevard San Juan 85,"Nueva Córdoba, Córdoba"
4293,USD 250.000,La Foret - Housing en Villa Belgrano - Branly 6000,"Villa Belgrano, Córdoba"
4294,USD 155.000,Quimpe 310,"Valle Escondido , Córdoba"
4295,USD 390.000,La Carolina 5525,"La Carolina, Córdoba"
4296,USD 990.000,Av. Molino de Torres 1000,"El Bosque, Córdoba"
4297,USD 160.000,FRANCISCO DE OLEA 5796,"Granja de Funes, Córdoba"
4298,USD 35.000,"9 de julio y caffera, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
4299,USD 61.900,Bv San Juan 100 8°,"Nueva Córdoba, Córdoba"
4300,USD 75.000,Monseñor Pablo Cabrera 2007,"Villa Cabrera, Córdoba"
4301,USD 85.000,Armada Argentina 4100,"San Ignacio Village, Córdoba"
4302,USD 145.000,Carlos Nicole 5817,"Villa Belgrano, Córdoba"
4303,USD 85.000,Claudio de Arredondo al 4300,"Villa Centenario, Córdoba"
4304,USD 350.000,,"Cerro de las Rosas, Córdoba"
4305,Consultar precio,Casonas del Sur 2 000,"Córdoba, Córdoba"
4306,USD 215.000,Altos de Manantiales,"Altos de Manantiales, Córdoba"
4307,USD 710.000,Country Jockey Club,"Country Jockey Club, Córdoba"
4308,USD 127.000,dean funes 1400,"Alberdi, Córdoba"
4309,USD 73.000,Gongora 239,"Alta Córdoba, Córdoba"
4310,USD 90.000,,"Parque Atlántica, Córdoba"
4311,USD 260.000,,"Alto Palermo, Córdoba"
4312,Consultar precio,Ayacucho 300,"Centro, Córdoba"
4313,USD 140.000,Tránsito Cáceres de Allende 400,"Nueva Córdoba, Córdoba"
4314,USD 220.000,,"Manantiales, Córdoba"
4315,USD 147.000,,"Manantiales, Córdoba"
4316,USD 235.000,,"Córdoba, Córdoba"
4317,USD 99.500,Lima AL 1300,"General Paz, Córdoba"
4318,USD 39.000,Felix Frias 14,"Córdoba, Córdoba"
4319,USD 330.000,"Estancia el Terron, Mendiolaza","Córdoba, Córdoba"
4320,USD 25.000,Santiago del Estero y Entre Rios,"Centro, Córdoba"
4321,USD 78.000,,"DOCTA, Córdoba"
4322,USD 110.000,Las Heras 156,"Cofico, Córdoba"
4323,USD 18.700,General Román Deheza 900 3°,"General Pueyrredón, Córdoba"
4324,USD 120.000,Av. Santa Ana 3681,"Los Plátanos, Córdoba"
4325,USD 80.000,CATAMARCA 1052,"General Paz, Córdoba"
4326,USD 140.000,,"Manantiales, Córdoba"
4327,USD 63.000,BELGRANO 425,"Nueva Córdoba, Córdoba"
4328,USD 262.000,Blas Pascal 6340,"Villa Belgrano, Córdoba"
4329,USD 38.000,Bv San Juan 859,"Centro, Córdoba"
4330,USD 145.000,Carlos Nicolle 5300,"Villa Belgrano, Córdoba"
4331,USD 160.000,Gumersindo Sayago al 2300,"Córdoba, Córdoba"
4332,$ 140.000,Santa Rosa 1400,"Alberdi, Córdoba"
4333,USD 185.000,Casonas del Sur 2 00,"Córdoba, Córdoba"
4334,USD 170.000,Leon Tedin,"URCA, Córdoba"
4335,USD 600.000,Country Jockey Club - Fondo Golf,"Country Jockey Club, Córdoba"
4336,USD 580.000,Imperdible Casa en Fincas del Sur 1,"Fincas del Sur I, Córdoba"
4337,USD 55.000,BV Illia 63,"Nueva Córdoba, Córdoba"
4338,Consultar precio,Country Jockey Club,"Country Jockey Club, Córdoba"
4339,USD 71.500,Vélez Sarsfield al 1100,"Nueva Córdoba, Córdoba"
4340,USD 240.000,Real de Azua 3760,"URCA, Córdoba"
4341,USD 270.000,rodriguez del busto 2562,"Alto Verde, Córdoba"
4342,USD 63.000,Lima 1367,"General Paz, Córdoba"
4343,USD 70.000,Boulevard San Juan y Arturo M Bas,"Nueva Córdoba, Córdoba"
4344,USD 150.000,zanón 200,"Villa Warcalde, Córdoba"
4345,USD 150.000,Sipe Sipe 1166,"Residencial Santa Ana, Córdoba"
4346,USD 157.000,Domingo F. Sarmiento 1400,"General Paz, Córdoba"
4347,USD 65.000,Colon 732,"Centro, Córdoba"
4348,USD 73.000,Bv de la estación 1249,"Jardín, Córdoba"
4349,USD 100,,"URCA, Córdoba"
4350,USD 220.000,FELIX OLMEDO 2200,"Rogelio Martínez, Córdoba"
4351,USD 110.000,,"Nueva Córdoba, Córdoba"
4352,USD 99.000,Ituzaingo,"Nueva Córdoba, Córdoba"
4353,USD 25.000,Arturo Orgaz 65,"Alberdi, Córdoba"
4354,USD 35.000,Santa Rosa N° 321,"Centro, Córdoba"
4355,USD 105.000,poeta lugones,"Nueva Córdoba, Córdoba"
4356,USD 43.500,Bedoya 100,"Cofico, Córdoba"
4357,USD 43.000,Santa Rosa 2500 3°,"Alto Alberdi, Córdoba"
4358,USD 150.000,Aconquija 2892,"Córdoba, Córdoba"
4359,USD 205.000,,"Los Plátanos, Córdoba"
4360,USD 280.000,Av. Cdad de Valparaíso al 4200,"Jockey Club, Córdoba"
4361,USD 105.000,Ricardo Pedroni 2943,"Villa Cabrera, Córdoba"
4362,USD 64.900,Valtodano 1372 Nueva Córdoba,"Nueva Córdoba, Córdoba"
4363,USD 375.000,,"Valle Escondido , Córdoba"
4364,USD 20.000,Pasaje San Agustin 300,"Centro, Córdoba"
4365,USD 120.000,Cañada de Gómez esquina Impira,"Prados de Manantiales, Córdoba"
4366,USD 190.000,9 de julio 955,"Centro, Córdoba"
4367,USD 75.000,,"Rosedal, Córdoba"
4368,USD 80.000,Lima1675,"General Paz, Córdoba"
4369,USD 150.000,,"Altos de Villa Cabrera, Córdoba"
4370,USD 600.000,,"La Cascada Country Golf, Córdoba"
4371,USD 90.000,Catamarca 940,"General Paz, Córdoba"
4372,USD 125.000,Nicasio al 7200,"Argüello, Córdoba"
4373,USD 62.000,av 24 de septiembre 1356,"General Paz, Córdoba"
4374,USD 95.000,Bv Chacabuco 161,"Centro, Córdoba"
4375,USD 145.000,,"Quebrada de las Rosas, Córdoba"
4376,USD 339.000,Pedro Luis de Cabrera al 3400,"Jardín Espinosa, Córdoba"
4377,USD 300.000,,"Los Mimbres, Córdoba"
4378,USD 73.000,Lima 1367,"General Paz, Córdoba"
4379,USD 68.000,Av Estrada e Independencia,"Nueva Córdoba, Córdoba"
4380,USD 49.000,Av. Pueyrredon 700 19°,"Güemes, Córdoba"
4381,USD 148.000,Calros del Bosque,"Claros Village, Córdoba"
4382,$ 60.000,Mariano Fragueiro 1480,"Cofico, Córdoba"
4383,USD 46.000,JERONIMO L.DE CABRERA 1082,"Cofico, Córdoba"
4384,USD 63.000,Santa Rosa 1812,"Alberdi, Córdoba"
4385,USD 40.000,Soldado Ruiz 2600,"San Martín, Córdoba"
4386,USD 155.000,Velez Sarsfield Lote / N° 3000 5°,"Casonas del Sur, Las Rosas"
4387,USD 69.000,Humberto Primo 600,"Centro, Córdoba"
4388,USD 50.000,Richardson 100,"Nueva Córdoba, Córdoba"
4389,USD 32.000,SANTA ROSA 156,"Centro, Córdoba"
4390,USD 79.000,Solares de Manantiales Mnz 50,"Manantiales, Córdoba"
4391,$ 15.000.000,Piedra Pintada 900,"Villa El Libertador, Córdoba"
4392,USD 110.000,Padre Luis Galeano 900 1°,"Cerro de las Rosas, Córdoba"
4393,USD 100.000,Independencia 246 - B° Centro,"Centro, Córdoba"
4394,USD 120.000,LA RIOJA 525,"Centro, Córdoba"
4395,USD 550.000,Naheul Huapi,"La Reserva, Córdoba"
4396,USD 65.000,Sarmiento al 900,"General Paz, Córdoba"
4397,USD 77.900,Independencia 1300 9°,"Nueva Córdoba, Córdoba"
4398,USD 69.500,Rondeau al 200,"Nueva Córdoba, Córdoba"
4399,USD 48.000,,"Marqués de Sobremonte, Córdoba"
4400,USD 51.200,"Local 2, Barrio Avenida, Hipólito Vieytes 1313, X5010 Córdoba, Argentina","Alberdi, Córdoba"
4401,USD 35.000,Poeta Lugones 64,"Nueva Córdoba, Córdoba"
4402,USD 255.000,Belgrano 511,"Nueva Córdoba, Córdoba"
4403,USD 249.000,La Carolina 5735,"La Carolina, Córdoba"
4404,USD 359.000,Tycho Brahe 6000,"Villa Belgrano, Córdoba"
4405,$ 185.000,ROGELIO YRURTIA 750,"Cañitas, Córdoba"
4406,USD 120.000,AV Bernardo Ohiggins 5890,"Greenville II, Córdoba"
4407,$ 150.000,,"Manantiales, Córdoba"
4408,USD 94.000,BALCARCE 526,"Nueva Córdoba, Córdoba"
4409,USD 550.000,MOLINO DE TORRES 5300,"El Bosque, Córdoba"
4410,USD 110.000,dean funes 1700,"Alto Alberdi, Córdoba"
4411,USD 170.000,Domingo Albariños al 8400,"Argüello, Córdoba"
4412,USD 400.000,Barrio Fincas del Sur 2 000,"Fincas del Sur II, Córdoba"
4413,USD 102.000,Rio Cuarto 610,"Juniors, Córdoba"
4414,$ 35.000,Centro america 1380,"San Vicente, Córdoba"
4415,USD 205.000,Jardín Espinosa,"Córdoba, Córdoba"
4416,USD 115.000,Parana 627,"Nueva Córdoba, Córdoba"
4417,USD 38.000,Campillo 806,"Cofico, Córdoba"
4418,USD 140.000,CANTERAS DE QUILPO 9063,"Villa Rivera Indarte, Córdoba"
4419,USD 110.000,,"Alto Alberdi, Córdoba"
4420,USD 135.000,Celso Barrios 3609 39,"Córdoba, Córdoba"
4421,USD 55.000,Marcelo T de Alvear 1085,"Nueva Córdoba, Córdoba"
4422,USD 23.000,Santa Rosa 1088,"Alberdi, Córdoba"
4423,USD 1,Rondeau al 400,"Nueva Córdoba, Córdoba"
4424,USD 84.000,Velez Sarsfield 1200,"Nueva Córdoba, Córdoba"
4425,USD 58.000,Tillard al 1400,"Cofico, Córdoba"
4426,USD 155.000,BROGIN 0,"Manantiales, Córdoba"
4427,USD 172.000,Beato Aníbal Di Francia 6400,"Argüello, Córdoba"
4428,USD 72.000,Balcones DEL Chateau - AV Carcano,"Barrio Privado Chateau Carreras, Córdoba"
4429,USD 33.000,Trafalgar 1000,"Alta Córdoba, Córdoba"
4430,USD 190.000,La Luisita,"La Luisita, Córdoba"
4431,USD 380.000,EL Balcon,"El Balcón, Valle Escondido "
4432,USD 77.000,Maqueano Estay 2040,"Maipú, Córdoba"
4433,USD 186.000,Pablo Buitrago 6258,"Argüello, Córdoba"
4434,USD 48.000,Lavalleja 45,"Centro, Córdoba"
4435,USD 83.000,Jose Alejo de Alberro 1574,"Alberdi, Córdoba"
4436,USD 75.000,Angelo de Peredo 75,"Nueva Córdoba, Córdoba"
4437,USD 110.000,Padres Salesianos 441,"Valle Escondido , Córdoba"
4438,USD 190.500,Los Extremeños 4900,"Jardín Claret, Córdoba"
4439,USD 120.000,la Posta,"Alto Verde, Córdoba"
4440,USD 48.000,AV COLON 4933,"Córdoba, Córdoba"
4441,USD 185.000,Villa Belgrano Housing Qubic,"Villa Belgrano, Córdoba"
4442,USD 70.000,ndependencia 533,"Nueva Córdoba, Córdoba"
4443,USD 78.000,Pueyrredón 797,"Güemes, Córdoba"
4444,USD 55.000,Pringles 55 - Ed. Lautaro IV,"General Paz, Córdoba"
4445,USD 165.000,BV CHACABUCO 430,"Nueva Córdoba, Córdoba"
4446,USD 85.000,Rondeau 585,"Nueva Córdoba, Córdoba"
4447,USD 57.000,Velez Sarsfield 1800,"Nueva Córdoba, Córdoba"
4448,USD 155.000,,"Valle Escondido , Córdoba"
4449,$ 450.000,Edmundo Mariotte 5440,"Córdoba, Córdoba"
4450,USD 230.000,Av. Republica de China 745,"Valle Escondido , Córdoba"
4451,USD 238.000,"Juan Neper 5357,","Villa Belgrano, Córdoba"
4452,USD 72.000,Alquiler Temporal 1 Dormitorio Frente Patio Olmos,"Nueva Córdoba, Córdoba"
4453,USD 50.000,"Chaquira 7826, Córdoba","Cerro Norte, Córdoba"
4454,USD 115.000,"Brasil 40, X5000 Córdoba","Nueva Córdoba, Córdoba"
4455,USD 390.000,Av. Amadeo Sabattini al 700,"Colón, Córdoba"
4456,USD 235.000,MARIO FLORES 4465,"Las Tejas del Sur, Córdoba"
4457,USD 107.000,Catamarca al 1200,"General Paz, Córdoba"
4458,USD 48.000,,"Alta Córdoba, Córdoba"
4459,USD 190.000,Sta. ROSA 2745,"Alberdi, Córdoba"
4460,USD 75.000,alto peru 100,"Barrio Norte 2, Córdoba"
4461,USD 63.000,Magna 9 1 F,"General Paz, Córdoba"
4462,$ 195.000,,"Solares de Santa María, Córdoba"
4463,USD 48.000,José Benito Cottolengo 600,"Cofico, Córdoba"
4464,USD 60.000,13 de diciembre 4630,"Parque Alameda, Córdoba"
4465,USD 59.500,Buenos Aires 518,"Nueva Córdoba, Córdoba"
4466,USD 60.000,,"Los Olmos, Córdoba"
4467,USD 130.000,Barrio Prados de Manantiales 000,"Prados de Manantiales, Córdoba"
4468,USD 105.000,poeta lugones,"Nueva Córdoba, Córdoba"
4469,$ 37.500.000,rondeua 461,"Nueva Córdoba, Córdoba"
4470,USD 136.000,Alberto Nicasio 7181,"Villa Belgrano, Córdoba"
4471,USD 55.000,BV Chacabuco 635,"Córdoba, Córdoba"
4472,USD 255.000,Belgrano 511,"Nueva Córdoba, Córdoba"
4473,USD 175.000,Spilimbergo,"Chacra del Norte, Córdoba"
4474,USD 230.000,heriberto martinez 5752,"Villa Belgrano, Córdoba"
4475,USD 95.000,suecia 2400,"Parque Vélez Sársfield, Córdoba"
4476,USD 470.000,,"Fincas del Sur II, Córdoba"
4477,USD 57.500,Peredo al 100,"Nueva Córdoba, Córdoba"
4478,USD 235.000,inca manco 1448,"Jardín Espinosa, Córdoba"
4479,USD 113.000,Emilio Civit al 700,"Jardín, Córdoba"
4480,USD 28.900,espora 24,"Alberdi, Córdoba"
4481,USD 98.000,Buenos Aires al 800,"Nueva Córdoba, Córdoba"
4482,USD 34.900,Domingo Zipoli al 500,"Córdoba, Córdoba"
4483,USD 110.000,,"General Paz, Córdoba"
4484,USD 70.000,Catamarca 1255,"General Paz, Córdoba"
4485,USD 85.000,docta,"Docta Boulevard, DOCTA"
4486,USD 135.000,Av Bodereau,"Córdoba, Córdoba"
4487,USD 68.000,Obispo Salguero 3090 Cordoba!!!,"Centro, Córdoba"
4488,USD 64.000,David Luque 36 ,"General Paz, Córdoba"
4489,USD 70.000,Ramon Gil Barros 1300,"Parque San Vicente, Córdoba"
4490,USD 250.000,Independencia 750,"Nueva Córdoba, Córdoba"
4491,USD 129.000,Av Velez Sarsfield al 5000,"Córdoba, Córdoba"
4492,USD 70.000,12 de Octubre 2441,"Los Paraísos, Córdoba"
4493,USD 170.000,david luque 178,"General Paz, Córdoba"
4494,USD 73.000,Obispo Salguero 668,"Nueva Córdoba, Córdoba"
4495,USD 120.000,bedoya 74,"Cofico, Córdoba"
4496,USD 230.000,Rio Primero al 1900,"Villa Argentina, Córdoba"
4497,$ 96.000, Av. Valparaíso 6590,"La Calandria, Córdoba"
4498,USD 79.000,Benigno Acosta al 4400,"Villa Centenario, Córdoba"
4499,USD 85.000,Roque Saenz Peña 148,"Córdoba, Córdoba"
4500,USD 550.000, Av. Ejercito Argentino 9520,"Lomas de la Carolina, Córdoba"
4501,USD 53.000,Av. Santa Fe 200 3°,"Alberdi, Córdoba"
4502,USD 165.000,Viracocha 6042,"Argüello, Córdoba"
4503,USD 265.000,Ambrosio Olmos 884,"Nueva Córdoba, Córdoba"
4504,USD 26.500,El Chaco 312,"Alberdi, Córdoba"
4505,USD 43.000,DUARTE QUIROS 675,"Centro, Córdoba"
4506,USD 420.000,Milenica Rodriguez del Busto,"Alto Verde, Córdoba"
4507,USD 150.000,Berdardo O' Higgins 6100,"Greenville II, Córdoba"
4508,USD 74.000,Belgrano 1103,"Güemes, Córdoba"
4509,USD 600.000, Molino de Torres 5301,"El Bosque, Córdoba"
4510,USD 28.500,Av Colon,"Alberdi, Córdoba"
4511,USD 85.000,Camino Autopista Cordoba - Villa Carlos Paz (AU 20 Justiniano Posse / RN 20) - Argentina,"Docta Boulevard, DOCTA"
4512,USD 175.000,Oghiggins 5900,"Greenville II, Córdoba"
4513,USD 49.000,9 de Julio al al 600,"Centro, Córdoba"
4514,USD 140.000,Ibarbálz 752,"General Paz, Córdoba"
4515,USD 150.000,Miguel Calixto del Corro 2000,"Colinas de Vélez Sársfield, Córdoba"
4516,USD 83.000,illia 518,"Nueva Córdoba, Córdoba"
4517,USD 375.000,Av Repúbica de china 2000,"Valle Escondido , Córdoba"
4518,USD 55.000,Achaval Rodriguez al 600,"Güemes, Córdoba"
4519,USD 83.000,Obispo Trejo 1300,"Nueva Córdoba, Córdoba"
4520,USD 220.000,Malagueño 1074,"Jardín, Córdoba"
4521,USD 180.000,Independencia 750,"Nueva Córdoba, Córdoba"
4522,USD 160.000,,"Granja de Funes, Córdoba"
4523,USD 135.000,,"Maipú, Córdoba"
4524,USD 349.000,COLON 5900,"Alto Villasol, Córdoba"
4525,USD 65.000,Bv. San Juan esq Arturo M. Bas ,"Córdoba, Córdoba"
4526,USD 160.000,Doctor Gumersindo Sayago 2337,"Colinas de Vélez Sársfield, Córdoba"
4527,USD 68.000,Av Estrada e Independencia,"Nueva Córdoba, Córdoba"
4528,USD 35.000,,"San Vicente, Córdoba"
4529,USD 105.000,Nuevo Jardín Calle Pública 3800,"Córdoba, Córdoba"
4530,USD 180.000,Juan del Campillo 651,"Cofico, Córdoba"
4531,USD 179.000,altos de manantiales,"Altos de Manantiales, Córdoba"
4532,USD 55.000,Rosario de Santa Fe al 930,"General Paz, Córdoba"
4533,USD 68.000,Obispo Trejo 1280,"Nueva Córdoba, Córdoba"
4534,USD 125.000,,"Miradores de Manantiales II, Córdoba"
4535,USD 500.000,Country El Bosque 0,"El Bosque, Córdoba"
4536,USD 125.000,Agustín Piaggio 822,"La Calandria, Córdoba"
4537,USD 56.000,Mariano Castex 176,"Alberdi, Córdoba"
4538,USD 60.000,OBISPO TREJO 828,"Nueva Córdoba, Córdoba"
4539,USD 31.000,Venta Casa dos Dormitorios Patio y Garage B° San Martin,"San Martín, Córdoba"
4540,USD 79.000,Consultar dirección,"Nueva Córdoba, Córdoba"
4541,USD 520.000,Av. Valparaiso al al 4200,"Barrancas del Sur, Córdoba"
4542,USD 205.000,Agustin Juan Fresnel 5064,"Villa Belgrano, Córdoba"
4543,USD 41.000,Honduras 2030,"Córdoba, Córdoba"
4544,USD 65.000,Paraná 627,"Nueva Córdoba, Córdoba"
4545,USD 160.000,"Casa en Venta, Villa Allende Calle Vigo","Córdoba, Córdoba"
4546,USD 149.000,Av. Republica de China 1900,"Valle Escondido , Córdoba"
4547,USD 23.000,Av. Colón 2394,"Alberdi, Córdoba"
4548,USD 41.500,Mendoza 600,"Providencia, Córdoba"
4549,USD 185.000,Liebig al 5800,"Villa Belgrano, Córdoba"
4550,USD 125.000,Ambrosio Olmos 836,"Nueva Córdoba, Córdoba"
4551,USD 86.000,Obispo Salguero,"Nueva Córdoba, Córdoba"
4552,USD 99.000,PACHACUTEC 7748,"Villa Quisquizacate, Córdoba"
4553,USD 68.000,jose manuel estrada,"Nueva Córdoba, Córdoba"
4554,USD 95.000,,"Nueva Córdoba, Córdoba"
4555,USD 10.000,,"Alberdi, Córdoba"
4556,USD 115.000,JUAN MITRE 2324,"Parque Capital, Córdoba"
4557,USD 220.000,Paloma 715,"Lomas del Chateau, Córdoba"
4558,USD 38.000, CARLOS PELLEGRINI 918,"San Vicente, Córdoba"
4559,USD 210.000,Av Poeta Lugones 100,"Nueva Córdoba, Córdoba"
4560,USD 53.000,Unica Oportunidad Venta Casa Sierras Chicas Rio Ceballos Escritura Córdoba,"Colón, Córdoba"
4561,USD 510.000,Country Las Delicias,"Las Delicias, Córdoba"
4562,USD 60.000,Rondeau 420,"Nueva Córdoba, Córdoba"
4563,USD 95.000,Se Vende Duplex 3 Dorm en Docta!!,"Docta Boulevard, DOCTA"
4564,USD 700.000,Lomas de la Carolina,"Lomas de los Carolinos, Córdoba"
4565,USD 33.000,Duarte Quiros 1047,"Alberdi, Córdoba"
4566,USD 175.000,C. Juan Romualdo Báez 5340,"Cañuelas Country Golf, Córdoba"
4567,USD 300.000,Quinta de los Nores,"Santa Isabel, Córdoba"
4568,USD 69.000,Obispo Salguero 413,"Nueva Córdoba, Córdoba"
4569,USD 169.000,Mocovies al 7000,"Córdoba, Córdoba"
4570,USD 34.900,Ducasse 1033,"Ducasse, Córdoba"
4571,USD 250.000,Tycho Brahe,"Villa Belgrano, Córdoba"
4572,USD 51.000,Corro 46,"Córdoba, Córdoba"
4573,USD 115.000,Rodriguez Peña 1650,"Alta Córdoba, Córdoba"
4574,USD 360.000,Teodoro Ricardo Richard al 6500,"Argüello, Córdoba"
4575,USD 85.000,Francisco de Aguirre 4232,"Parque Corema, Córdoba"
4576,USD 385.000,Lote 7 Manzana 13,"Greenville, Córdoba"
4577,USD 90.000,Javier López 3022,"Alto Verde, Córdoba"
4578,$ 60.000,Mariano Fragueiro 1480,"Cofico, Córdoba"
4579,USD 69.000,Ibarbálz 700 22°,"General Paz, Córdoba"
4580,USD 55.000,Obispo Trejo 828,"Nueva Córdoba, Córdoba"
4581,USD 170.000,Apamea 440,"General Artigas, Córdoba"
4582,USD 29.900,,"Alberdi, Córdoba"
4583,USD 148.000,"martin fierro 4228, Córdoba, Córdoba, Argentina.","Córdoba, Córdoba"
4584,USD 180.000,JUJUY 1180,"Cofico, Córdoba"
4585,USD 299.000,San Pedro Nolazco 7200,"San José, Córdoba"
4586,USD 43.000,Duarte Quiros al 700,"Centro, Córdoba"
4587,USD 80.000,Duarte Quiros 200,"Córdoba, Córdoba"
4588,USD 79.000,Gral. Deheza 170,"Córdoba, Córdoba"
4589,USD 85.000,Miguel A Palacios 1765,"Smata, Córdoba"
4590,USD 135.000,Barrio Solares de Manantiales 000,"Solares de Manantiales, Córdoba"
4591,USD 190.000,9 de julio 955,"Centro, Córdoba"
4592,USD 120.000,"Ovidio Lagos 44, Córdoba, Córdoba, Argentina.","General Paz, Córdoba"
4593,USD 75.000,Esquiu al 400,"General Paz, Córdoba"
4594,USD 145.000,,"Parque Vélez Sársfield, Córdoba"
4595,USD 125.000,Colonia Impira sn,"Manantiales, Córdoba"
4596,USD 150.000,Canteras de Quilpo 8785,"La Catalina, Villa Rivera Indarte"
4597,USD 170.000,MOCOVIES 7091,"Argüello, Córdoba"
4598,USD 56.000,Duarte Quiros 987,"Córdoba, Córdoba"
4599,USD 110.000,Obispo Salguero 431,"Nueva Córdoba, Córdoba"
4600,USD 660.000,,"Villa Belgrano, Córdoba"
4601,USD 165.000,Huascar 8690,"Argüello, Córdoba"
4602,USD 280.000,Las Vertientes 8700,"Villa Warcalde, Córdoba"
4603,USD 195.000,Nazaret 3878,"Villa Belgrano, Córdoba"
4604,USD 92.000,Sarrachaga 766,"Alta Córdoba, Córdoba"
4605,USD 128.000,ANGEL T LO CELSO 6300.Alq.0,"Granja de Funes, Córdoba"
4606,USD 350.000,Poeta Lugones 378,"Nueva Córdoba, Córdoba"
4607,USD 33.900,General Deheza 900 3°,"General Pueyrredón, Córdoba"
4608,USD 63.000,Peatonal B 100,"Uritorco, Córdoba"
4609,USD 240.000,Real de Azua 3760,"URCA, Córdoba"
4610,USD 195.000,barrio san ignacio village 100,"San Ignacio Village, Córdoba"
4611,USD 145.000,Bodereau 8800,"La Catalina Urbanizacion Residencial, Córdoba"
4612,USD 280.000,Donaciano del Campillo 1930,"Cerro de las Rosas, Córdoba"
4613,USD 70.000,Fournier 2160,"Ameghino Sud, Córdoba"
4614,USD 390.000,La Carolina 5525,"La Carolina, Córdoba"
4615,USD 250.000,Mariano Larra al 4300,"Cerro de las Rosas, Córdoba"
4616,USD 125.000,Ambrosio Olmos 836,"Nueva Córdoba, Córdoba"
4617,USD 73.000,,"General Paz, Córdoba"
4618,USD 150.000,Docta,"DOCTA, Córdoba"
4619,USD 43.000,Faustino Allende 653,"Cofico, Córdoba"
